Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,Beds,Bed_Category
110128,Meadows Regional Medical Center,ONE MEADOWS PARKWAY,Vidalia,GA,30474,TOOMBS,9125355828,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,"ONE MEADOWS PARKWAY
VIDALIA, GA
",200,Large
111313,Putnam General Hospital,101 LAKE OCONEE PARKWAY,Eatonton,GA,31024,PUTNAM,7064852711,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"101 LAKE OCONEE PARKWAY
EATONTON, GA
",30,Small
111335,Liberty Regional Medical Center,462 E G MILES PARKWAY,Hinesville,GA,31310,LIBERTY,9123699438,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"462 E G MILES PARKWAY
HINESVILLE, GA
",30,Small
113301,Children'S Healthcare Of Atlanta At Scottish Rite,1001 JOHNSON FERRY ROAD,Atlanta,GA,30342,FULTON,4047855252,Childrens,Voluntary non-profit - Other,True,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"1001 JOHNSON FERRY ROAD
ATLANTA, GA
",100,Medium
120028,North Hawaii Community Hospital,67 1125 MAMALAHOA HIGHWAY,Kamuela,HI,96743,HAWAII,8088854444,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"67 1125 MAMALAHOA HIGHWAY
KAMUELA, HI
",200,Large
130013,Saint Alphonsus Medical Center - Nampa,1512 TWELFTH AVENUE ROAD,Nampa,ID,83686,CANYON,2084635000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1512 TWELFTH AVENUE ROAD
NAMPA, ID
",200,Large
140007,Presence Saint Joseph Medical Center,333 N MADISON,Joliet,IL,60435,WILL,8157257133,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,"333 N MADISON
JOLIET, IL
",200,Large
131323,St Luke'S Wood River Medical Center,100 HOSPITAL DRIVE,Ketchum,ID,83340,BLAINE,2087278800,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"100 HOSPITAL DRIVE
KETCHUM, ID
",30,Small
140002,Alton Memorial Hospital,ONE MEMORIAL DRIVE,Alton,IL,62002,MADISON,6184637300,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,"ONE MEMORIAL DRIVE
ALTON, IL
",200,Large
140015,Blessing Hospital,BROADWAY AT 11TH STREET,Quincy,IL,62301,ADAMS,2172235811,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"BROADWAY AT 11TH STREET
QUINCY, IL
",200,Large
140018,Mt Sinai Hospital Medical Center,15TH STREET AT CALIFORNIA,Chicago,IL,60608,COOK,7732576751,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"15TH STREET AT CALIFORNIA
CHICAGO, IL
",200,Large
140052,Osf Saint Anthony'S Health Center,ST ANTHONY'S WAY,Alton,IL,62002,MADISON,6184652571,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"ST ANTHONY'S WAY
ALTON, IL
",200,Large
140118,Metrosouth Medical Center,12935 S GREGORY,Blue Island,IL,60406,COOK,7085972000,Acute Care Hospitals,Proprietary,True,True,2,,Above the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"12935 S GREGORY
BLUE ISLAND, IL
",200,Large
140191,Ingalls Memorial Hospital,ONE INGALLS DRIVE,Harvey,IL,60426,COOK,7083332300,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"ONE INGALLS DRIVE
HARVEY, IL
",200,Large
140210,Harrisburg Medical Center,100 DOCTOR WARREN TUTTLE DR,Harrisburg,IL,62946,SALINE,6182537671,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,"100 DOCTOR WARREN TUTTLE DR
HARRISBURG, IL
",200,Large
140258,Alexian Brothers Medical Center 1,800 W BIESTERFIELD RD,Elk Grove Village,IL,60007,COOK,8474375500,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,"800 W BIESTERFIELD RD
ELK GROVE VILLAGE, IL
",200,Large
140286,Kishwaukee Community Hospital,ONE KISH HOSPITAL DRIVE,Dekalb,IL,60115,DEKALB,8157561521,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,"ONE KISH HOSPITAL DRIVE
DEKALB, IL
",200,Large
141302,Midwest Medical Center,ONE MEDICAL CENTER DRIVE,Galena,IL,61036,JO DAVIESS,8157771340,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"ONE MEDICAL CENTER DRIVE
GALENA, IL
",30,Small
